id,booking_status_pred,Cancellation_prob
42228,1,0.80315506
42229,0,0.08919555
42230,0,0.24728817
42231,1,0.73070765
42232,1,0.59445953
42233,0,0.14084753
42234,0,0.45210797
42235,0,0.06166949
42236,0,0.03131986
42237,1,0.7988045
42238,0,0.32480496
42239,0,0.30090052
42240,1,0.9492363
42241,1,0.51954633
42242,0,0.121224634
42243,1,0.9226591
42244,0,0.16799302
42245,1,0.64730763
42246,1,0.9273188
42247,1,0.82029986
42248,1,0.5784567
42249,1,0.8445537
42250,0,0.47195044
42251,0,0.24103233
42252,1,0.7432947
42253,1,0.70824283
42254,0,0.06317898
42255,0,0.10198615
42256,1,0.71372324
42257,1,0.6842769
42258,0,0.30095628
42259,1,0.76983994
42260,1,0.6476207
42261,1,0.7531946
42262,1,0.8743389
42263,1,0.9470955
42264,0,0.1189222
42265,1,0.69611263
42266,0,0.023048753
42267,0,0.16787016
42268,1,0.7361758
42269,0,0.08889892
42270,1,0.916507
42271,1,0.7952431
42272,0,0.0617752
42273,0,0.11777185
42274,1,0.6363376
42275,0,0.3565862
42276,0,0.06339901
42277,0,0.07948813
42278,0,0.123206496
42279,0,0.30229
42280,0,0.3522355
42281,0,0.0020946825
42282,0,0.36783308
42283,0,0.1614784
42284,0,0.37018004
42285,0,0.04205454
42286,0,0.036773454
42287,1,0.6912873
42288,0,0.40664262
42289,1,0.834638
42290,0,0.019630486
42291,1,0.89503247
42292,0,0.1509287
42293,1,0.8243059
42294,1,0.9718521
42295,0,0.10802202
42296,0,0.08215443
42297,0,0.20747976
42298,0,0.07479672
42299,1,0.8112097
42300,0,0.314711
42301,0,0.1937061
42302,0,0.13512866
42303,0,0.3450159
42304,0,0.11202223
42305,0,0.2567589
42306,0,0.22700681
42307,0,0.039365467
42308,0,0.15279926
42309,0,0.24875204
42310,0,0.3129753
42311,1,0.73727024
42312,0,0.13991535
42313,1,0.81206876
42314,1,0.6165022
42315,0,0.14822464
42316,1,0.69360244
42317,0,0.26179782
42318,0,0.43778527
42319,0,0.024920607
42320,0,0.33565816
42321,0,0.38176337
42322,1,0.8475466
42323,0,0.017332787
42324,1,0.6537771
42325,0,0.03816534
42326,1,0.5624616
42327,0,0.029377235
42328,0,0.090302154
42329,0,0.13175273
42330,1,0.79061645
42331,0,0.3703747
42332,0,0.23190694
42333,1,0.74737936
42334,0,0.018152023
42335,1,0.7798713
42336,0,0.076470226
42337,1,0.70357215
42338,0,0.26966894
42339,0,0.0044931495
42340,0,0.07101766
42341,1,0.7047217
42342,1,0.8863685
42343,0,0.42584857
42344,0,0.17166296
42345,0,0.024821728
42346,1,0.98524636
42347,1,0.81717664
42348,1,0.81243044
42349,0,0.041061763
42350,0,0.26206088
42351,0,0.052674886
42352,1,0.7347065
42353,1,0.7952265
42354,0,0.09846635
42355,0,0.1337455
42356,0,0.32152322
42357,0,0.00019341575
42358,1,0.8473153
42359,0,0.10486565
42360,1,0.57061386
42361,0,0.10998097
42362,1,0.7752933
42363,0,0.14529501
42364,0,0.28891045
42365,0,0.22522365
42366,0,0.2261697
42367,1,0.8157867
42368,1,0.53816813
42369,1,0.80027527
42370,0,0.28203177
42371,0,0.08135026
42372,0,0.33020598
42373,1,0.914933
42374,1,0.7039431
42375,0,0.4221688
42376,0,0.034772985
42377,1,0.9155162
42378,1,0.5127065
42379,0,0.24859303
42380,0,0.03278103
42381,1,0.68276834
42382,1,0.535164
42383,1,0.9228933
42384,0,0.12954986
42385,0,0.004783941
42386,1,0.6513555
42387,1,0.70279354
42388,0,0.047769114
42389,0,0.009192498
42390,1,0.85431105
42391,0,0.078768104
42392,0,0.045211703
42393,0,0.08515434
42394,0,0.29084986
42395,1,0.54069054
42396,0,0.18098997
42397,1,0.94045025
42398,0,0.09766997
42399,1,0.78115976
42400,0,0.40551683
42401,0,0.16115814
42402,1,0.7374521
42403,0,0.4752645
42404,0,0.2796819
42405,0,0.21043792
42406,0,0.34075132
42407,0,0.09842837
42408,0,0.13895148
42409,0,0.30638158
42410,1,0.6568522
42411,0,2.5796565e-12
42412,1,0.8996905
42413,1,0.70434105
42414,1,0.7432063
42415,0,0.29181105
42416,1,0.6724341
42417,0,0.21843238
42418,0,0.3450324
42419,0,0.29886326
42420,0,0.13470262
42421,0,0.10635002
42422,0,0.43867594
42423,0,0.47125298
42424,1,0.8499329
42425,0,0.4177681
42426,0,0.31011647
42427,0,0.091796406
42428,0,0.18999967
42429,1,0.94507474
42430,0,0.37295842
42431,1,0.7126416
42432,1,0.92212623
42433,0,0.1425774
42434,0,5.028384e-06
42435,0,0.0895335
42436,0,0.38012737
42437,0,0.21753986
42438,0,0.20632584
42439,1,0.9631291
42440,0,0.2230891
42441,1,0.9412545
42442,0,0.10389356
42443,0,0.15845591
42444,0,0.033856466
42445,0,0.054074448
42446,1,0.8125411
42447,0,0.12792368
42448,0,0.05092909
42449,0,0.22897388
42450,0,0.23755799
42451,0,0.21828014
42452,0,0.027279228
42453,0,0.201472
42454,0,0.18596122
42455,0,0.17984566
42456,0,0.3656144
42457,0,0.034772497
42458,0,0.21035588
42459,0,0.41715223
42460,1,0.77807564
42461,0,0.08171058
42462,1,0.64287466
42463,0,0.18282789
42464,1,0.80558556
42465,0,0.13317509
42466,1,0.8029634
42467,0,0.4084011
42468,0,0.30051383
42469,0,0.14499196
42470,0,0.13249823
42471,1,0.5452038
42472,0,0.31837276
42473,0,0.037905373
42474,0,0.35922107
42475,0,0.086708404
42476,0,0.000573242
42477,0,0.3068559
42478,1,0.8944032
42479,1,0.81666154
42480,0,0.002779551
42481,0,0.14908916
42482,0,0.048271902
42483,0,0.3667438
42484,0,0.23837791
42485,0,0.025329687
42486,1,0.73935056
42487,0,0.43623257
42488,0,0.0008398956
42489,0,0.15439017
42490,0,0.077838
42491,1,0.67694926
42492,0,0.3268953
42493,0,0.1694911
42494,0,0.19264375
42495,0,0.36881623
42496,0,0.27528936
42497,0,0.0045439606
42498,0,0.07602355
42499,0,0.05334275
42500,0,0.11199573
42501,0,0.29072934
42502,1,0.58725595
42503,1,0.864941
42504,0,0.05063707
42505,0,3.061892e-09
42506,0,0.4565531
42507,0,0.0059997644
42508,0,0.15825686
42509,0,0.13194966
42510,1,0.6042802
42511,0,0.4107375
42512,0,0.17855234
42513,0,0.0066631814
42514,0,0.028916342
42515,0,0.4756079
42516,0,0.4581336
42517,1,0.61554724
42518,1,0.7815405
42519,0,0.3458072
42520,1,0.60742915
42521,0,0.026725817
42522,0,0.24926387
42523,0,0.19320554
42524,0,0.39330286
42525,1,0.7911848
42526,1,0.85843974
42527,0,0.3371142
42528,0,0.45544907
42529,0,0.18009022
42530,1,0.5262642
42531,1,0.90597254
42532,0,0.15432388
42533,0,0.43840724
42534,0,0.07344852
42535,1,0.92372817
42536,0,0.103426196
42537,0,0.098311685
42538,1,0.549762
42539,0,0.14347708
42540,0,0.18548577
42541,0,0.16566859
42542,0,0.19295855
42543,0,0.3733562
42544,0,0.021964002
42545,1,0.8303764
42546,0,0.045112744
42547,0,0.32538578
42548,1,0.54264253
42549,0,0.22442321
42550,0,0.39806738
42551,1,0.9236125
42552,1,0.654223
42553,0,0.0062634647
42554,0,0.24601996
42555,0,0.4474815
42556,0,0.12539491
42557,0,0.36589628
42558,0,0.18941092
42559,0,0.048084997
42560,0,0.18614714
42561,1,0.6975985
42562,1,0.76932114
42563,1,0.7217833
42564,0,0.4209605
42565,1,0.8015126
42566,1,0.9673168
42567,0,0.17211159
42568,0,0.07591386
42569,0,0.13918093
42570,0,0.46587723
42571,0,7.2241423e-06
42572,0,0.4323399
42573,0,0.21824633
42574,1,0.5351306
42575,1,0.73712754
42576,0,0.07940625
42577,0,0.11337006
42578,0,0.010111489
42579,0,0.028807323
42580,0,2.681561e-18
42581,1,0.92990166
42582,0,0.065575674
42583,0,0.015952183
42584,0,0.024260012
42585,0,0.12488015
42586,0,0.011901792
42587,1,0.74049914
42588,0,0.33020598
42589,0,0.4906485
42590,1,0.904349
42591,0,0.18496317
42592,0,0.13178317
42593,0,0.41432387
42594,0,0.024981538
42595,0,0.2743939
42596,0,0.2859879
42597,0,0.14643304
42598,0,0.25745505
42599,0,0.28281504
42600,0,0.0002363978
42601,0,0.4577992
42602,1,0.78996354
42603,0,0.09758817
42604,1,0.7590362
42605,0,0.4974161
42606,1,0.735303
42607,0,0.30571157
42608,0,0.33815542
42609,0,1.907314e-05
42610,1,0.62474
42611,1,0.6762647
42612,0,0.031814333
42613,0,0.022012772
42614,0,0.00715432
42615,0,0.19360775
42616,1,0.8318579
42617,0,0.2349939
42618,0,0.4888663
42619,0,0.14164212
42620,1,0.7260172
42621,1,0.675307
42622,0,0.41116777
42623,1,0.71581244
42624,0,0.026930267
42625,0,0.25144926
42626,1,0.8321301
42627,1,0.52391267
42628,1,0.7361716
42629,1,0.73877066
42630,1,0.7855924
42631,0,0.31067812
42632,0,0.009041596
42633,0,0.045950383
42634,0,0.31165227
42635,0,0.07575208
42636,0,0.43159044
42637,0,0.34591672
42638,0,0.019489849
42639,1,0.5590926
42640,0,0.08757281
42641,0,0.054913506
42642,0,0.29793525
42643,0,0.18806168
42644,0,0.121098615
42645,1,0.5280328
42646,1,0.72668093
42647,0,0.04775703
42648,0,0.07604491
42649,0,0.16648124
42650,1,0.5739578
42651,0,0.11933323
42652,0,0.17683035
42653,0,0.20985848
42654,0,0.17438103
42655,0,0.13940486
42656,0,0.42749074
42657,1,0.7393529
42658,0,0.06337263
42659,0,0.40532374
42660,0,0.35457474
42661,0,0.17614466
42662,1,0.88858515
42663,0,0.027004678
42664,0,0.058928777
42665,0,0.30150747
42666,1,0.65312696
42667,0,0.02164028
42668,0,0.040306374
42669,1,0.8293006
42670,1,0.7950804
42671,0,0.16786242
42672,1,0.94637406
42673,0,0.24831897
42674,0,0.0029597837
42675,0,0.2956906
42676,0,0.17225017
42677,0,0.4683827
42678,0,0.1679952
42679,0,0.12734698
42680,0,0.49365318
42681,0,0.020070776
42682,1,0.7706953
42683,1,0.90067744
42684,0,0.019037182
42685,0,0.14297806
42686,0,0.26816884
42687,0,0.03390196
42688,1,0.52505946
42689,1,0.9534291
42690,0,0.20944008
42691,0,0.009655997
42692,0,0.037281487
42693,1,0.5921936
42694,0,0.101852454
42695,0,0.2325505
42696,1,0.6635333
42697,0,0.4549672
42698,0,0.2067859
42699,1,0.55879456
42700,0,0.41450775
42701,0,0.0022714636
42702,0,0.051019605
42703,0,0.3110922
42704,0,0.14061928
42705,0,0.016308535
42706,0,0.07518884
42707,0,0.008717906
42708,0,0.04902209
42709,0,0.0011270741
42710,0,0.2863825
42711,0,0.2779371
42712,1,0.53930986
42713,0,0.010388746
42714,0,0.16827074
42715,0,0.087397695
42716,0,0.48028708
42717,0,0.02294082
42718,0,0.05450899
42719,0,0.026202857
42720,1,0.713818
42721,1,0.52965033
42722,0,0.22632764
42723,0,0.34402806
42724,0,0.38748044
42725,0,0.005777274
42726,0,0.089609265
42727,1,0.9128937
42728,0,0.1318623
42729,1,0.91218156
42730,0,0.37146664
42731,0,0.024640692
42732,1,0.8632666
42733,1,0.6439278
42734,0,0.14436403
42735,0,0.21911603
42736,1,0.85727036
42737,0,0.42578632
42738,0,0.029792039
42739,0,0.2031022
42740,0,0.18786725
42741,1,0.8382614
42742,0,0.017186968
42743,1,0.686778
42744,1,0.8182029
42745,1,0.8083386
42746,0,0.12862194
42747,1,0.5761585
42748,1,0.9131694
42749,0,0.4065026
42750,1,0.59262484
42751,0,0.03877008
42752,0,0.0467082
42753,0,0.35005507
42754,0,0.3820395
42755,1,0.74940294
42756,0,0.12667823
42757,0,0.050049677
42758,1,0.68548197
42759,1,0.55973107
42760,0,0.3856603
42761,0,0.025395222
42762,1,0.9173406
42763,0,0.2796264
42764,1,0.8490608
42765,0,0.2884078
42766,0,0.025014104
42767,0,0.0022407444
42768,1,0.5171965
42769,0,0.21259762
42770,0,0.074318744
42771,1,0.87145203
42772,0,0.13686174
42773,1,0.5332417
42774,0,0.039664026
42775,0,0.0051977965
42776,0,0.039802205
42777,0,0.17594457
42778,0,0.41435868
42779,0,0.2358893
42780,0,0.022937704
42781,0,0.44135806
42782,0,0.08175438
42783,0,0.40196115
42784,1,0.7606417
42785,0,0.43258998
42786,0,9.245137e-16
42787,1,0.557712
42788,0,0.3777266
42789,1,0.8984856
42790,0,0.12874755
42791,0,0.05655559
42792,0,0.27726766
42793,0,0.10397501
42794,0,0.23794505
42795,1,0.68809706
42796,1,0.8847788
42797,0,0.036869053
42798,1,0.67358905
42799,0,0.040949084
42800,1,0.73260176
42801,1,0.7513682
42802,0,0.11845728
42803,0,0.11293886
42804,0,0.054194964
42805,0,0.01934277
42806,1,0.55370384
42807,0,0.19137971
42808,0,0.00012009318
42809,0,0.02046205
42810,1,0.81233346
42811,1,0.7757238
42812,0,0.2041886
42813,1,0.79934263
42814,1,0.6623764
42815,0,0.044678573
42816,0,0.031431228
42817,1,0.5572071
42818,0,0.21775576
42819,0,0.1447156
42820,1,0.63415873
42821,0,0.010340505
42822,1,0.7337561
42823,1,0.83266544
42824,0,0.12869588
42825,0,0.0038455203
42826,1,0.8928059
42827,0,0.41249594
42828,1,0.56800735
42829,0,0.36138377
42830,1,0.8361379
42831,1,0.90656275
42832,0,0.10095081
42833,1,0.7413376
42834,0,0.1536317
42835,1,0.82425773
42836,0,0.36423
42837,1,0.8330627
42838,0,0.033799354
42839,1,0.73984325
42840,0,0.019330172
42841,0,4.11405e-05
42842,0,0.2045271
42843,1,0.7577005
42844,0,0.24552202
42845,0,0.04287376
42846,1,0.79930145
42847,0,0.08753851
42848,0,0.014020273
42849,0,0.07347625
42850,0,0.13611794
42851,0,0.4834816
42852,1,0.53749377
42853,1,0.82660544
42854,0,0.049718857
42855,0,0.017448459
42856,0,0.13652723
42857,1,0.82307893
42858,0,0.09613447
42859,0,0.013271027
42860,0,0.2969335
42861,0,0.03594269
42862,0,0.002696025
42863,0,0.004427813
42864,1,0.9136673
42865,1,0.7770006
42866,0,0.16552596
42867,0,0.262765
42868,1,0.8408586
42869,0,0.026468823
42870,0,0.055537805
42871,1,0.88334405
42872,0,0.25116807
42873,0,0.18922777
42874,0,0.2871304
42875,1,0.6000628
42876,0,0.48106268
42877,0,0.27663615
42878,0,0.4267701
42879,0,0.28509006
42880,0,0.0328548
42881,0,0.004554051
42882,1,0.8167864
42883,1,0.6698753
42884,0,0.10368812
42885,1,0.8360361
42886,1,0.81111467
42887,0,0.2110672
42888,0,0.289751
42889,1,0.7452444
42890,1,0.8108406
42891,0,0.19224353
42892,0,0.17790136
42893,0,0.110702276
42894,0,0.012687031
42895,0,0.3704696
42896,0,0.07633254
42897,1,0.5144067
42898,1,0.828471
42899,0,0.14211145
42900,0,0.19573034
42901,1,0.64409935
42902,0,0.21206562
42903,1,0.7018859
42904,0,0.49589944
42905,0,0.09434069
42906,0,0.14961977
42907,1,0.6778558
42908,1,0.6866256
42909,0,0.22612186
42910,0,0.014460726
42911,1,0.8960353
42912,0,0.22810605
42913,0,0.21182948
42914,0,0.19690652
42915,0,0.45972595
42916,0,0.0006531305
42917,0,0.03509962
42918,0,0.41904253
42919,0,0.39023778
42920,0,0.30843994
42921,1,0.8457394
42922,1,0.75575066
42923,1,0.9482811
42924,1,0.7895081
42925,0,0.4693677
42926,0,0.014176364
42927,0,0.07656198
42928,0,0.37919962
42929,0,0.025662873
42930,1,0.67763835
42931,0,0.30245805
42932,1,0.8473495
42933,0,0.051920705
42934,1,0.9661033
42935,0,0.17056048
42936,1,0.8300066
42937,1,0.78053164
42938,1,0.94695014
42939,0,0.23919234
42940,1,0.6186177
42941,0,0.43937138
42942,0,0.12906502
42943,1,0.8701466
42944,0,0.20830965
42945,1,0.7893182
42946,0,0.33243805
42947,0,0.09398838
42948,0,0.4577842
42949,0,0.02290579
42950,1,0.75011283
42951,0,0.13945517
42952,0,0.24039233
42953,1,0.8229597
42954,0,0.48244387
42955,1,0.8872202
42956,0,0.21524106
42957,1,0.58074194
42958,0,0.3348291
42959,0,0.17476918
42960,0,0.10754843
42961,1,0.5276967
42962,1,0.9426467
42963,0,0.12883937
42964,0,0.037079588
42965,0,0.0029164667
42966,1,0.8678982
42967,1,0.6603186
42968,0,0.012133297
42969,0,0.20866299
42970,0,0.27983984
42971,0,0.23771606
42972,1,0.80650675
42973,1,0.76776886
42974,0,0.048279315
42975,0,0.20999816
42976,0,0.28245533
42977,0,0.11352159
42978,1,0.70482594
42979,0,0.1265472
42980,1,0.67768466
42981,0,0.2854925
42982,0,0.21270157
42983,0,0.13216633
42984,0,0.45223194
42985,1,0.50430113
42986,0,0.40890485
42987,1,0.96403486
42988,0,0.059389796
42989,0,0.16488913
42990,1,0.717444
42991,0,0.09663988
42992,0,0.067738704
42993,0,0.05223041
42994,1,0.6108535
42995,1,0.67636687
42996,0,0.15724163
42997,0,0.37384948
42998,1,0.8564599
42999,1,0.8456472
43000,0,0.31656814
43001,0,0.16527733
43002,0,0.28138348
43003,1,0.7351974
43004,1,0.80498946
43005,0,0.27884898
43006,1,0.81270593
43007,0,0.32326913
43008,0,0.26339582
43009,0,0.14499739
43010,1,0.5277727
43011,0,0.18085913
43012,0,0.3951809
43013,0,0.33961773
43014,1,0.6469058
43015,0,0.15215275
43016,0,0.4674495
43017,0,0.27838972
43018,0,0.035544053
43019,0,0.25312844
43020,1,0.7603132
43021,0,0.19521065
43022,0,0.4260012
43023,1,0.62234443
43024,0,0.056799185
43025,0,0.44801176
43026,1,0.6786468
43027,0,0.076155774
43028,0,0.27465874
43029,1,0.598402
43030,0,0.16769658
43031,0,0.070246965
43032,0,0.020628044
43033,1,0.8211418
43034,0,0.26463148
43035,0,0.38099378
43036,0,0.026174756
43037,0,0.03973616
43038,0,0.39824623
43039,0,0.24736878
43040,0,0.10235841
43041,0,0.14110756
43042,0,8.194967e-21
43043,1,0.7824572
43044,0,0.04801579
43045,0,0.14342459
43046,1,0.82477206
43047,0,0.25907803
43048,0,0.17633833
43049,0,0.21392731
43050,1,0.57708174
43051,0,0.10536591
43052,0,0.023431944
43053,1,0.67086333
43054,0,0.18948591
43055,0,0.16585739
43056,0,0.1797843
43057,0,0.12390543
43058,1,0.9034461
43059,1,0.82793504
43060,0,0.016438412
43061,0,0.07859271
43062,0,0.16735192
43063,1,0.64507145
43064,1,0.87890786
43065,1,0.5527744
43066,0,0.17661095
43067,0,0.19519985
43068,1,0.6848008
43069,0,0.024518229
43070,0,0.19041823
43071,0,3.94745e-05
43072,0,0.0036539428
43073,0,0.2813378
43074,1,0.77908355
43075,0,0.14408007
43076,0,0.013836411
43077,0,0.3583776
43078,0,0.28159222
43079,1,0.6563723
43080,0,0.14033358
43081,0,0.078635536
43082,0,0.13690102
43083,0,0.14952609
43084,0,0.0061373534
43085,0,0.0001605498
43086,0,0.029424082
43087,0,0.46548203
43088,0,0.24767165
43089,1,0.847044
43090,0,0.46253473
43091,1,0.81921554
43092,0,0.018532438
43093,1,0.929589
43094,0,0.35808724
43095,0,0.011282993
43096,1,0.6289531
43097,0,0.16795167
43098,1,0.5765928
43099,1,0.78873044
43100,1,0.59473073
43101,0,0.33522126
43102,1,0.65717757
43103,0,0.050277483
43104,0,0.05634783
43105,0,0.3637662
43106,0,0.38106367
43107,1,0.51112396
43108,0,0.04064942
43109,0,0.26799965
43110,1,0.75795346
43111,0,0.4116939
43112,1,0.7910455
43113,0,0.17547473
43114,1,0.7284674
43115,0,0.2515097
43116,1,0.6621601
43117,0,0.15175702
43118,0,0.06860971
43119,1,0.66666394
43120,1,0.8151351
43121,0,0.09741015
43122,1,0.53445137
43123,1,0.66870844
43124,1,0.7912391
43125,1,0.7483627
43126,0,0.42000702
43127,1,0.52220887
43128,1,0.9225539
43129,1,0.5942164
43130,0,0.26259997
43131,1,0.539583
43132,0,0.24023584
43133,1,0.8351386
43134,1,0.55223113
43135,1,0.58813065
43136,0,0.32228893
43137,0,0.35933843
43138,0,0.04126412
43139,0,0.2281733
43140,0,0.15141492
43141,0,0.07943191
43142,1,0.9237791
43143,0,0.3292981
43144,1,0.7441697
43145,1,0.9019837
43146,0,0.056312304
43147,0,0.26227313
43148,1,0.8218729
43149,0,0.037719976
43150,1,0.71687514
43151,0,0.08341478
43152,0,0.024394305
43153,0,0.1264772
43154,0,0.059111834
43155,0,0.15802766
43156,0,0.035076305
43157,0,0.023989506
43158,1,0.654223
43159,0,0.2333353
43160,1,0.8760671
43161,0,0.03640397
43162,0,0.30461767
43163,0,0.037221584
43164,0,0.022477102
43165,1,0.7313921
43166,0,0.022131626
43167,0,0.0034571376
43168,0,0.0024460207
43169,0,0.4800929
43170,0,0.15751468
43171,1,0.93130773
43172,1,0.9387142
43173,0,0.1821088
43174,1,0.8813113
43175,1,0.907734
43176,0,0.18872604
43177,0,0.03748775
43178,0,0.023735078
43179,1,0.5000155
43180,1,0.81010586
43181,0,0.15911937
43182,1,0.93703145
43183,0,0.0013629223
43184,0,0.39692053
43185,1,0.9046639
43186,0,4.1728853e-08
43187,1,0.5351903
43188,0,0.37137735
43189,0,0.039002195
43190,0,0.27639428
43191,0,0.21405952
43192,1,0.6581145
43193,0,0.29507193
43194,1,0.5082116
43195,0,0.14819777
43196,1,0.5528557
43197,0,0.24687724
43198,1,0.8216155
43199,0,0.0070321206
43200,0,0.35339746
43201,1,0.745347
43202,0,0.03675677
43203,0,0.06960589
43204,0,0.42364568
43205,0,0.11793095
43206,1,0.7986862
43207,0,0.00030331878
43208,1,0.9536488
43209,0,0.20026778
43210,0,0.21204868
43211,1,0.53746325
43212,0,0.3902133
43213,0,0.44597626
43214,0,0.03241817
43215,0,0.17596707
43216,1,0.51635015
43217,0,0.06075764
43218,1,0.6014459
43219,0,0.00023167317
43220,0,0.43358916
43221,0,0.42405972
43222,0,0.27173904
43223,0,0.0115069
43224,0,0.055763658
43225,0,0.1553008
43226,1,0.62685174
43227,1,0.6678117
43228,0,0.118277766
43229,0,0.08941688
43230,0,1.2570811e-05
43231,1,0.6654408
43232,0,0.4933305
43233,0,0.15099962
43234,0,0.048026297
43235,0,0.0026292296
43236,0,0.00644755
43237,0,0.25350446
43238,0,0.11347862
43239,0,0.13695545
43240,0,0.06154695
43241,0,0.3437214
43242,0,0.15166079
43243,0,0.38664427
43244,1,0.8415354
43245,0,0.49164045
43246,0,0.00718502
43247,0,0.15465973
43248,1,0.5368496
43249,1,0.8189771
43250,1,0.7897706
43251,0,0.47534347
43252,1,0.94105846
43253,0,0.04383699
43254,1,0.8312006
43255,1,0.73008394
43256,1,0.8090439
43257,0,0.039791178
43258,1,0.8635265
43259,0,0.0068812743
43260,1,0.91458994
43261,0,0.36449233
43262,0,0.11296929
43263,0,0.3170399
43264,0,0.43033627
43265,1,0.58905184
43266,1,0.62725055
43267,0,0.12653854
43268,0,0.047524203
43269,0,0.00015425745
43270,1,0.7478189
43271,0,0.12391628
43272,0,0.41076028
43273,1,0.88769376
43274,0,0.046076994
43275,0,0.22263432
43276,0,0.3548951
43277,0,0.29087648
43278,1,0.9560409
43279,1,0.76277524
43280,0,0.2112856
43281,0,0.029221911
43282,0,0.29257366
43283,1,0.74982184
43284,0,0.09593087
43285,0,0.1568221
43286,0,0.4678529
43287,0,0.48012745
43288,0,0.29626086
43289,1,0.79877764
43290,0,0.008825458
43291,0,0.10544221
43292,0,0.123847246
43293,1,0.85918796
43294,0,0.4143713
43295,0,0.3070668
43296,1,0.80889875
43297,0,0.41235065
43298,0,0.06406089
43299,0,0.25163364
43300,0,0.089282244
43301,0,0.14014651
43302,0,0.344452
43303,0,0.30449936
43304,0,0.2734366
43305,0,0.15997525
43306,1,0.6858024
43307,0,0.04189916
43308,1,0.5662765
43309,1,0.8910042
43310,0,0.29721612
43311,0,0.25112152
43312,0,0.043985706
43313,1,0.7832495
43314,0,0.39359644
43315,1,0.9224286
43316,0,0.4758641
43317,0,0.15027857
43318,0,0.41469648
43319,0,0.19167368
43320,1,0.69919986
43321,1,0.82234657
43322,0,0.31157437
43323,1,0.90491873
43324,0,0.39937767
43325,0,0.19736357
43326,0,0.007853378
43327,1,0.7767122
43328,0,0.38116232
43329,0,0.27194625
43330,0,0.20231739
43331,0,0.04250286
43332,1,0.94577163
43333,0,0.19440821
43334,0,0.43692324
43335,0,0.015353429
43336,0,0.0050590504
43337,1,0.77319276
43338,1,0.561716
43339,0,0.07049555
43340,0,0.05210071
43341,1,0.89821017
43342,1,0.68353677
43343,1,0.65254146
43344,0,0.15763383
43345,0,0.20852958
43346,1,0.7903898
43347,0,0.45361122
43348,1,0.93086976
43349,0,0.11908881
43350,0,0.08871891
43351,1,0.8076802
43352,1,0.75948745
43353,1,0.84689546
43354,1,0.81136584
43355,0,0.44543627
43356,0,3.052321e-05
43357,1,0.8176851
43358,0,0.002040277
43359,0,0.15692398
43360,0,0.21755101
43361,0,0.03722309
43362,0,0.15262964
43363,0,0.06356076
43364,0,0.16805962
